 ;;;;;;;
Date;Week;Foreign.intelligence.gathering.aircraft;Foreign.UAVs;podyom avitasii;podyomov istrebitelij;vilet;URL
2020-07-24;30;33;10;3;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-106/
2020-07-31;31;40;7;5;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-107/
2020-08-07;32;32;6;3;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-108/
2020-08-14;33;35;11;6;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-109/
2020-08-21;34;40;14;8;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-110/
2020-08-28;35;38;4;6;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-111/
2020-09-04;36;43;3;5;;;http://redstar.ru/66983-2/
2020-09-11;37;41;6;8;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-112/
2020-09-18;38;44;10;5;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-113/
2020-09-25;39;43;6;6;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-114/
2020-10-02;40;52;9;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-115/
2020-10-09;41;41;3;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-116/
2020-10-16;42;33;4;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-117/
2020-10-23;43;26;3;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-118/
2020-10-30;44;33;5;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-119/
2020-11-06;45;23;4;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-120/
2020-11-13;46;30;3;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-121/
2020-11-20;47;32;4;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-122/
2020-11-27;48;35;3;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-123/
2020-12-04;49;30;6;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-124/
2020-12-11;50;30;6;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-125/
NA;51;NA;NA;NA;NA;NA;NA
2020-12-25;52;29;3;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-126/
NA;1;NA;NA;NA;NA;NA;NA
NA;2;NA;NA;NA;NA;NA;NA
2021-01-22;3;17;4;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-127/
2021-01-29;4;27;3;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-128/
2021-02-05;5;33;8;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-129/
2021-02-12;6;33;12;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-130/
2021-02-19;7;32;11;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-131/
2021-02-26;8;28;9;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-132/
2021-03-08;9;29;13;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-133/
2021-03-12;10;34;22;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-134/
2021-03-19;11;27;14;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-135/
2021-03-26;12;39;2;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-136/
2021-04-02;13;37;13;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-137/
2021-04-09;14;35;10;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-138/
2021-04-16;15;43;15;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-139/
2021-04-23;16;52;4;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-140/
2021-04-30;17;51;16;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-141/
NA;18;NA;NA;NA;NA;NA;NA
2021-05-14;19;36;12;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-142/
2021-05-21;20;37;11;1;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-143/
2021-05-28;21;40;8;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-144/
2021-06-04;22;38;10;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-145/
2021-06-11;23;46;6;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-146/
2021-06-18;24;49;5;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-147/
2021-06-28;25;24;0;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-148/
2021-07-02;26;47;6;0;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-149/
2021-07-09;27;46;5;4;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-150/
2021-07-16;28;39;10;4;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-151/
2021-07-26;29;36;11;2;;;http://redstar.ru/vooruzhyonnye-sily-rossijskoj-federatsii-za-nedelyu-153/
